start,end,event,start_lat,start_lon,end_lat,end_lon,type,pic,video,,notes
12/11/13,,Human Rights Day 2013,23.1257124,-82.3289131,,,video,,<iframe width="420" height="300" src="https://www.youtube.com/embed/M0L-yJxys64" frameborder="0" allowfullscreen></iframe>,,Chanting beginning at 1:25<br/>Saberse Cubanos sung at 3:17,,I have pictures and maybe some clips
11/11/14,8-Nov-09,<a href="http://www.google.com">79 Domingo Represivo vs #TodosMarchamos</a>,23.0930477,-82.3613422,,,video,,<iframe width="420" height="300" src="https://www.youtube.com/embed/pW7i48fSCZ4" frameborder="0" allowfullscreen></iframe>,,Children Sing 'Su Nombre Es Pueblo at 20:19,,I have pictures and maybe some clips
11/15/15,,El Sede de las Damas en Blanco,23.0130376,-82.3613422,,,video,,<iframe width="420" height="300" src="https://www.youtube.com/embed/_bpOHOO9BO4" frameborder="0" allowfullscreen></iframe>,,Cuban national anthem sung at 2:07,,I have pictures and maybe some clips
